claim,claim_id,label
"Bats are pictured on the reverse of a U.S. quarter issued in 2020, an indicator that COVID-19 is connected to a government plot.",UL000319,unproven
Study: Fatty acids can help ease PMS symptoms,UL000320,unproven
"U.S. President Donald Trump referred to the new coronavirus as a ""hoax.",UL000321,refutes
"NEW VACCINE COULD STOP HEROIN ABUSE BY BLOCKING HIGH, STUDY SUGGESTS",UL000322,unproven
"Weight Loss Really Can Reverse Diabetes, New Study Finds",UL000323,unproven
Gastric Balloon in a Pill Helps Patients Lose Weight Without Surgery or Endoscopy,UL000324,unproven
U.S. President Donald Trump cut funding for the Centers for Disease Control and Prevention (CDC).,UL000325,supports
Shire Announces Positive Results of SHP465 Safety and Efficacy Study in Children and Adolescents with ADHD,UL000326,unproven
"Americans pay 25 percent of their pay for ""employer provided"" health insurance — which they prefer — whereas people in the UK pay £10 per check for NHS coverage.",UL000327,unproven
US patent number CA2741523 is for swine flu.,UL000328,refutes
"A shocking 20 veterans are committing suicide each and every day, especially our older veterans.",UL000329,unproven
"According to an unnamed critical care physician working in Italy, emergency rooms in the country were running at 200 percent capacity because of a novel coronavirus.",UL000330,unproven
Several emails circulating about the Obama administration’s proposed Universal Health Care bill.   One concern is that the passage of this bill will levy an additional capital gains tax on the sales of homes of 3.8%.,UL000331,unproven
"Ron Johnson said specifically that he hopes the first steps occur to privatize the"" Veterans Administration.",UL000332,refutes
New Drug for Severe Eczema Is Successful in 2 New Trials,UL000333,unproven
"The U.S. State Department has ordered 160,000 Hazmat suits for Ebola, prompting concerns that the federal government is anticipating the rapid spread"" of the virus.",UL000334,unproven
"Richard Durbin Says President Barack Obama’s nominees met a standard of 60 votes, ""a standard that was met by Elena Kagan as well as Sonia Sotomayor, President Obama's choices.",UL000335,unproven
"Elephants think of humans as ""cute,"" in the same manner that humans think of kittens or puppies.",UL000336,unproven
Rumors that Keurig coffee machines harbor bacteria have been circulating the web for years.,UL000337,unproven
"Donald Trump Says Israel profiles based on ethnicity and ""does it very successfully.",UL000338,supports
"Rick Baker Says he ""made St. Petersburg the state's best maintained large sewer system in 2007.",UL000339,refutes
Hip resurfacing aimed at boomers,UL000340,unproven
Millions face risk from drug-coated stents,UL000341,unproven
FDA authorizes marketing of first blood test to aid in the evaluation of concussion in adults,UL000342,unproven
We check an assortment of claims about the 2017 total solar eclipse over North America.,UL000343,refutes
"Researcher: Alzheimer's vaccine could cut dementia in half, human trials may be next",UL000344,unproven
Midwifery linked to lower odds of birth complications for low-income women,UL000345,unproven
"Proposed tax changes are a ""handout"" to BP.",UL000346,refutes
Weight-Loss Drugs Face High Hurdles At FDA,UL000347,unproven
"Reusing, freezing, or warming plastic water bottles will cause them to break down into carcinogenic compounds or release dioxins.",UL000348,unproven
"A trojan worm known as Koobface is ""spreading like wildfire"" via Facebook.",UL000349,unproven
President Donald Trump allowed the use of chlorpyrifos in chemical pesticides because Dow Chemical paid him $1 million.,UL000350,unproven
"Wu-Tang's GZA is a scientist, educated in quantum physics, who has lectured at MIT and Harvard.",UL000351,refutes
"The symptoms of Covid-19 are a sore throat lasting 3 or 4 days. The virus then blends into nasal fluid, enters the trachea and then the lungs causing pneumonia. With pneumonia comes high fever and difficulty breathing. The nasal congestion feels like you're drowning",UL000352,refutes
Chinese herb may yield drug for AIDS,UL000353,unproven
An account accurately describes the rapes and murders of Christopher Newsom and Channon Christian and the reporting thereof.,UL000354,unproven
Injected Drug Reduces Risk of Fracture among Women with Osteoporosis,UL000355,unproven
"Winston Churchill said ""Socialism is the philosophy of failure"" and the ""gospel of envy.",UL000356,unproven
Portable device detects severe stroke in seconds with 92 percent accuracy,UL000357,unproven
"Mike Pence supported ""gay conversion"" therapy, including the use of electroshock therapy.",UL000358,refutes
FDA approves expanded indications for Ilaris for three rare diseases,UL000359,unproven
"Ohio Democratic Party Says proposed anti-abortion legislation ""would force women facing the most personal of health decisions to endure a transvaginal ultrasound.",UL000360,unproven
Metformin may lower lung cancer risk in diabetic nonsmokers,UL000361,unproven
"Wine and coffee lovers, drink up! It's great for your microbiome",UL000362,unproven
"During a lunar eclipse on June 4 2020, lightning struck the Washington Monument in a fashion visually similar to the ominous ""Tower"" tarot card.",UL000363,refutes
Modern caesarean sections were invented by midwives in Africa.,UL000364,unproven
People come here to have babies. They come here to drop a child. It's called 'drop and leave.,UL000365,unproven
U.S. Rep. Nancy Pelosi's Twitter account deleted a tweet showing her encouraging tourism to Chinatown weeks after President Donald Trump closed the U.S. border to China.,UL000366,unproven
"Nicotine patch may help improve memory, study finds",UL000367,unproven
A meme accurately describes 'The Nancy Pelosi Crime Family.',UL000368,unproven
Oregon Governor Kate Brown signed a bill into law in August 2017 that allows authorities to confiscate guns from certain individuals without prior notice or hearing.,UL000369,refutes
Reports out of Texas that voting machines are automatically switching votes for Donald Trump to votes for Hillary Clinton have fueled speculation that the election is rigged.,UL000370,unproven
Immunotherapy Drug Becomes First Therapy Approved by FDA for Rare Skin Cancer,UL000371,unproven
New hormone therapy sparks debate,UL000372,unproven
Heart Hormone Linked to Calorie-Burning Brown Fat,UL000373,unproven
Stephanie Grisham got DUIs in 2013 and 2015.,UL000374,refutes
"Tim O'Brien Says Bernie Sanders has said “things like women get cancer from having too many orgasms, or toddlers should run around naked and touch each others' genitals to insulate themselves from porn … He's written about women's rape fantasies.",UL000375,refutes
A new male contraception product allows a man to control the flow of sperm by flicking a switch.,UL000376,unproven
A meme accurately describes the arc of Bernie Sanders' (financial) life.,UL000377,unproven
Hold off on those extra vitamins,UL000378,refutes
Evofem's birth control gel meets main study goal; shares rise,UL000379,unproven
The American ambassador in Libya was raped and murdered during an attack on the U.S. Consulate.,UL000380,refutes
"After passing a bill to make consuming raw milk legal in the state, several members of the West Virginia legislature fell ill due to drinking raw milk to celebrate the bill becoming law.",UL000381,unproven
Pepsi admitted that Aquafina is just tap water.,UL000382,unproven
Easy Nondrug Help Aids ADHD Kids,UL000383,unproven
"Certain OTC, Less Expensive Hearing Aids Provide Benefit Similar to Conventional Hearing Aid",UL000384,unproven
The FDA has admitted that most chicken meat sold in the U.S. contains   cancer-causing arsenic.,UL000385,unproven
A miscarriage is considered an abortion.,UL000386,unproven
“Heidi Heitkamp: She rubber stamps the Washington liberal agenda.”,UL000387,refutes
Women’s menstrual cycles synchronize when they live or work in close proximity to one another.,UL000388,refutes
Experimental Psoriasis Drug Bests Older Treatment,UL000389,unproven
"Coronavirus strain COVID-19 can be treated by drinking warm water, among several other claims made online.",UL000390,supports
Obama Administration legalized bump stocks.,UL000391,unproven
"I wrote to Secretary Paulson, I wrote to Federal Reserve Chairman Bernanke [in March 2007], and told them this is something we have to deal with, and nobody did anything about it.",UL000392,unproven
New hope for macular degeneration,UL000393,unproven
A set of images show a congenital anomaly that resulted in an a hand with eight fingers.,UL000394,unproven
